Conc_SIGMA_Asp_250_(mM),Conc_AP_Lys_100_(mM),Conc_NaCl_(mM),Phase
4.4,1.6,900.0,-1
4.4,1.6,1000.0,-1
4.4,1.6,1100.0,-1
4.4,1.6,1200.0,-1
4.4,1.6,1500.0,-1
4.4,1.6,2000.0,-1
4.8,1.6,100.0,-1
4.8,1.6,300.0,-1
4.8,1.6,500.0,-1
4.8,1.6,600.0,-1
4.8,1.6,800.0,-1
4.8,1.6,900.0,-1
4.8,1.6,1000.0,-1
4.8,1.6,1100.0,-1
4.8,1.6,1200.0,-1
4.8,1.6,1500.0,-1
4.8,1.6,2000.0,-1
5.2,1.6,100.0,-1
5.2,1.6,300.0,-1
5.2,1.6,500.0,-1
5.2,1.6,600.0,-1
5.2,1.6,800.0,-1
5.2,1.6,900.0,-1
5.2,1.6,1000.0,-1
5.2,1.6,1100.0,-1
5.2,1.6,1200.0,-1
5.2,1.6,1500.0,-1
5.2,1.6,2000.0,-1
5.6,1.6,100.0,-1
5.6,1.6,300.0,-1
5.6,1.6,500.0,-1
5.6,1.6,600.0,-1
5.6,1.6,800.0,-1
5.6,1.6,900.0,-1
5.6,1.6,1000.0,-1
5.6,1.6,1100.0,-1
5.6,1.6,1200.0,-1
5.6,1.6,1500.0,-1
5.6,1.6,2000.0,-1
6.0,1.6,100.0,-1
6.0,1.6,300.0,-1
6.0,1.6,500.0,-1
6.0,1.6,600.0,-1
6.0,1.6,800.0,-1
6.0,1.6,900.0,-1
6.0,1.6,1000.0,-1
6.0,1.6,1100.0,-1
6.0,1.6,1200.0,-1
6.0,1.6,1500.0,-1
6.0,1.6,2000.0,-1
6.4,1.6,100.0,-1
6.4,1.6,300.0,-1
6.4,1.6,500.0,-1
6.4,1.6,600.0,-1
6.4,1.6,800.0,-1
6.4,1.6,900.0,-1
6.4,1.6,1000.0,-1
6.4,1.6,1100.0,-1
6.4,1.6,1200.0,-1
6.4,1.6,1500.0,-1
6.4,1.6,2000.0,-1
6.8,1.6,100.0,-1
6.8,1.6,300.0,-1
6.8,1.6,500.0,-1
6.8,1.6,600.0,-1
6.8,1.6,800.0,-1
6.8,1.6,900.0,-1
6.8,1.6,1000.0,-1
6.8,1.6,1100.0,-1
6.8,1.6,1200.0,-1
6.8,1.6,1500.0,-1
6.8,1.6,2000.0,-1
7.2,1.6,100.0,-1
7.2,1.6,300.0,-1
7.2,1.6,500.0,-1
7.2,1.6,600.0,-1
7.2,1.6,800.0,-1
7.2,1.6,900.0,-1
7.2,1.6,1000.0,-1
7.2,1.6,1100.0,-1
7.2,1.6,1200.0,-1
7.2,1.6,1500.0,-1
7.2,1.6,2000.0,-1
7.6,1.6,100.0,-1
7.6,1.6,300.0,-1
7.6,1.6,500.0,-1
7.6,1.6,600.0,-1
7.6,1.6,800.0,-1
7.6,1.6,900.0,-1
7.6,1.6,1000.0,-1
7.6,1.6,1100.0,-1
7.6,1.6,1200.0,-1
7.6,1.6,1500.0,-1
7.6,1.6,2000.0,-1
0.0625,2.0,100.0,-1
0.0625,2.0,300.0,-1
0.0625,2.0,500.0,-1
0.0625,2.0,600.0,-1
0.0625,2.0,800.0,-1
0.0625,2.0,900.0,-1
0.0625,2.0,1000.0,-1
0.0625,2.0,1100.0,-1
0.0625,2.0,1200.0,-1
0.0625,2.0,1500.0,-1
0.0625,2.0,2000.0,-1
0.125,2.0,100.0,-1
0.125,2.0,300.0,-1
0.125,2.0,500.0,-1
0.125,2.0,600.0,-1
0.125,2.0,800.0,-1
0.125,2.0,900.0,-1
0.125,2.0,1000.0,-1
0.125,2.0,1100.0,-1
0.125,2.0,1200.0,-1
0.125,2.0,1500.0,-1
0.125,2.0,2000.0,-1
0.25,2.0,100.0,-1
0.25,2.0,300.0,-1
0.25,2.0,500.0,-1
0.25,2.0,600.0,-1
0.25,2.0,800.0,-1
0.25,2.0,900.0,-1
0.25,2.0,1000.0,-1
0.25,2.0,1100.0,-1
0.25,2.0,1200.0,-1
0.25,2.0,1500.0,-1
0.25,2.0,2000.0,-1
0.3,2.0,100.0,-1
0.3,2.0,300.0,-1
0.3,2.0,500.0,-1
0.3,2.0,600.0,-1
0.3,2.0,800.0,-1
0.3,2.0,900.0,-1
0.3,2.0,1000.0,-1
0.3,2.0,1100.0,-1
0.3,2.0,1200.0,-1
0.3,2.0,1500.0,-1
0.3,2.0,2000.0,-1
0.5,2.0,100.0,-1
0.5,2.0,300.0,-1
0.5,2.0,500.0,-1
0.5,2.0,600.0,-1
0.5,2.0,800.0,-1
0.5,2.0,900.0,-1
0.5,2.0,1000.0,-1
0.5,2.0,1100.0,-1
0.5,2.0,1200.0,-1
0.5,2.0,1500.0,-1
0.5,2.0,2000.0,-1
0.6,2.0,100.0,-1
0.6,2.0,300.0,-1
0.6,2.0,500.0,-1
0.6,2.0,600.0,-1
0.6,2.0,800.0,-1
0.6,2.0,900.0,-1
0.6,2.0,1000.0,-1
0.6,2.0,1100.0,-1
0.6,2.0,1200.0,-1
0.6,2.0,1500.0,-1
0.6,2.0,2000.0,-1
0.8,2.0,100.0,-1
0.8,2.0,300.0,-1
0.8,2.0,500.0,-1
0.8,2.0,600.0,-1
0.8,2.0,800.0,-1
0.8,2.0,900.0,-1
0.8,2.0,1000.0,-1
0.8,2.0,1100.0,-1
0.8,2.0,1200.0,-1
0.8,2.0,1500.0,-1
0.8,2.0,2000.0,-1
1.0,2.0,300.0,-1
1.0,2.0,500.0,-1
1.0,2.0,600.0,-1
1.0,2.0,800.0,-1
1.0,2.0,900.0,-1
1.0,2.0,1000.0,-1
1.0,2.0,1100.0,-1
1.0,2.0,1200.0,-1
1.0,2.0,1500.0,-1
1.0,2.0,2000.0,-1
1.2,2.0,100.0,-1
1.2,2.0,300.0,-1
1.2,2.0,500.0,-1
1.2,2.0,600.0,-1
1.2,2.0,800.0,-1
1.2,2.0,900.0,-1
1.2,2.0,1000.0,-1
1.2,2.0,1100.0,-1
1.2,2.0,1200.0,-1
1.2,2.0,1500.0,-1
1.2,2.0,2000.0,-1
1.6,2.0,100.0,-1
1.6,2.0,300.0,-1
1.6,2.0,500.0,-1
1.6,2.0,600.0,-1
1.6,2.0,800.0,-1
1.6,2.0,900.0,-1
1.6,2.0,1000.0,-1
1.6,2.0,1100.0,-1
1.6,2.0,1200.0,-1
1.6,2.0,1500.0,-1
1.6,2.0,2000.0,-1
2.0,2.0,300.0,-1
2.0,2.0,500.0,-1
2.0,2.0,600.0,-1
2.0,2.0,800.0,-1
2.0,2.0,900.0,-1
2.0,2.0,1000.0,-1
2.0,2.0,1100.0,-1
2.0,2.0,1200.0,-1
2.0,2.0,1500.0,-1
2.0,2.0,2000.0,-1
2.4,2.0,100.0,-1
2.4,2.0,300.0,-1
2.4,2.0,500.0,-1
2.4,2.0,600.0,-1
2.4,2.0,800.0,-1
2.4,2.0,900.0,-1
2.4,2.0,1000.0,-1
2.4,2.0,1100.0,-1
2.4,2.0,1200.0,-1
2.4,2.0,1500.0,-1
2.4,2.0,2000.0,-1
2.8,2.0,100.0,-1
2.8,2.0,300.0,-1
2.8,2.0,500.0,-1
2.8,2.0,600.0,-1
2.8,2.0,800.0,-1
2.8,2.0,900.0,-1
2.8,2.0,1000.0,-1
2.8,2.0,1100.0,-1
2.8,2.0,1200.0,-1
2.8,2.0,1500.0,-1
2.8,2.0,2000.0,-1
3.2,2.0,100.0,-1
3.2,2.0,300.0,-1
3.2,2.0,500.0,-1
3.2,2.0,600.0,-1
3.2,2.0,800.0,-1
3.2,2.0,900.0,-1
3.2,2.0,1000.0,-1
3.2,2.0,1100.0,-1
3.2,2.0,1200.0,-1
3.2,2.0,1500.0,-1
3.2,2.0,2000.0,-1
3.6,2.0,100.0,-1
3.6,2.0,300.0,-1
3.6,2.0,500.0,-1
3.6,2.0,600.0,-1
3.6,2.0,800.0,-1
3.6,2.0,900.0,-1
3.6,2.0,1000.0,-1
3.6,2.0,1100.0,-1
3.6,2.0,1200.0,-1
3.6,2.0,1500.0,-1
3.6,2.0,2000.0,-1
4.0,2.0,300.0,-1
4.0,2.0,500.0,-1
4.0,2.0,600.0,-1
4.0,2.0,800.0,-1
4.0,2.0,900.0,-1
4.0,2.0,1000.0,-1
4.0,2.0,1100.0,-1
4.0,2.0,1200.0,-1
4.0,2.0,1500.0,-1
4.0,2.0,2000.0,-1
4.4,2.0,100.0,-1
4.4,2.0,300.0,-1
4.4,2.0,500.0,-1
4.4,2.0,600.0,-1
4.4,2.0,800.0,-1
4.4,2.0,900.0,-1
4.4,2.0,1000.0,-1
4.4,2.0,1100.0,-1
4.4,2.0,1200.0,-1
4.4,2.0,1500.0,-1
4.4,2.0,2000.0,-1
4.8,2.0,100.0,-1
4.8,2.0,300.0,-1
4.8,2.0,500.0,-1
4.8,2.0,600.0,-1
4.8,2.0,800.0,-1
4.8,2.0,900.0,-1
4.8,2.0,1000.0,-1
4.8,2.0,1100.0,-1
4.8,2.0,1200.0,-1
4.8,2.0,1500.0,-1
4.8,2.0,2000.0,-1
5.2,2.0,100.0,-1
5.2,2.0,300.0,-1
5.2,2.0,500.0,-1
5.2,2.0,600.0,-1
5.2,2.0,800.0,-1
5.2,2.0,900.0,-1
5.2,2.0,1000.0,-1
5.2,2.0,1100.0,-1
5.2,2.0,1200.0,-1
5.2,2.0,1500.0,-1
5.2,2.0,2000.0,-1
5.6,2.0,100.0,-1
5.6,2.0,300.0,-1
5.6,2.0,500.0,-1
5.6,2.0,600.0,-1
5.6,2.0,800.0,-1
5.6,2.0,900.0,-1
5.6,2.0,1000.0,-1
5.6,2.0,1100.0,-1
5.6,2.0,1200.0,-1
5.6,2.0,1500.0,-1
5.6,2.0,2000.0,-1
6.0,2.0,100.0,-1
6.0,2.0,300.0,-1
6.0,2.0,500.0,-1
6.0,2.0,600.0,-1
6.0,2.0,800.0,1
6.0,2.0,900.0,-1
6.0,2.0,1000.0,-1
6.0,2.0,1100.0,-1
6.0,2.0,1200.0,-1
6.0,2.0,1500.0,-1
6.0,2.0,2000.0,-1
6.4,2.0,100.0,-1
6.4,2.0,300.0,-1
6.4,2.0,500.0,-1
6.4,2.0,600.0,-1
6.4,2.0,800.0,-1
6.4,2.0,900.0,-1
6.4,2.0,1000.0,-1
6.4,2.0,1100.0,-1
6.4,2.0,1200.0,-1
6.4,2.0,1500.0,-1
6.4,2.0,2000.0,-1
6.8,2.0,100.0,-1
6.8,2.0,300.0,-1
6.8,2.0,500.0,-1
6.8,2.0,600.0,-1
6.8,2.0,800.0,-1
6.8,2.0,900.0,-1
6.8,2.0,1000.0,-1
6.8,2.0,1100.0,-1
6.8,2.0,1200.0,-1
6.8,2.0,1500.0,-1
6.8,2.0,2000.0,-1
7.2,2.0,100.0,-1
7.2,2.0,300.0,-1
7.2,2.0,500.0,-1
7.2,2.0,600.0,-1
7.2,2.0,800.0,-1
7.2,2.0,900.0,-1
7.2,2.0,1000.0,-1
7.2,2.0,1100.0,-1
7.2,2.0,1200.0,-1
7.2,2.0,1500.0,-1
7.2,2.0,2000.0,-1
7.6,2.0,100.0,-1
7.6,2.0,300.0,-1
7.6,2.0,500.0,-1
7.6,2.0,600.0,-1
7.6,2.0,800.0,-1
7.6,2.0,900.0,-1
7.6,2.0,1000.0,-1
7.6,2.0,1100.0,-1
7.6,2.0,1200.0,-1
7.6,2.0,1500.0,-1
7.6,2.0,2000.0,-1
0.0625,2.4,100.0,-1
0.0625,2.4,300.0,-1
0.0625,2.4,500.0,-1
0.0625,2.4,600.0,-1
0.0625,2.4,800.0,-1
0.0625,2.4,900.0,-1
0.0625,2.4,1000.0,-1
0.0625,2.4,1100.0,-1
0.0625,2.4,1200.0,-1
0.0625,2.4,1500.0,-1
0.0625,2.4,2000.0,-1
0.125,2.4,100.0,-1
0.125,2.4,300.0,-1
0.125,2.4,500.0,-1
0.125,2.4,600.0,-1
0.125,2.4,800.0,-1
0.125,2.4,900.0,-1
0.125,2.4,1000.0,-1
0.125,2.4,1100.0,-1
0.125,2.4,1200.0,-1
0.125,2.4,1500.0,-1
0.125,2.4,2000.0,-1
0.25,2.4,100.0,-1
0.25,2.4,300.0,-1
0.25,2.4,500.0,-1
0.25,2.4,600.0,-1
0.25,2.4,800.0,-1
0.25,2.4,900.0,-1
0.25,2.4,1000.0,-1
0.25,2.4,1100.0,-1
0.25,2.4,1200.0,-1
0.25,2.4,1500.0,-1
0.25,2.4,2000.0,-1
0.3,2.4,100.0,-1
0.3,2.4,300.0,-1
0.3,2.4,500.0,-1
0.3,2.4,600.0,-1
0.3,2.4,800.0,-1
0.3,2.4,900.0,-1
0.3,2.4,1000.0,-1
0.3,2.4,1100.0,-1
0.3,2.4,1200.0,-1
0.3,2.4,1500.0,-1
0.3,2.4,2000.0,-1
0.5,2.4,100.0,-1
0.5,2.4,300.0,-1
0.5,2.4,500.0,-1
0.5,2.4,600.0,-1
0.5,2.4,800.0,-1
0.5,2.4,900.0,-1
0.5,2.4,1000.0,-1
0.5,2.4,1100.0,-1
0.5,2.4,1200.0,-1
0.5,2.4,1500.0,-1
0.5,2.4,2000.0,-1
0.6,2.4,100.0,-1
0.6,2.4,300.0,-1
0.6,2.4,500.0,-1
0.6,2.4,600.0,-1
0.6,2.4,800.0,-1
0.6,2.4,900.0,-1
0.6,2.4,1000.0,-1
0.6,2.4,1100.0,-1
0.6,2.4,1200.0,-1
0.6,2.4,1500.0,-1
0.6,2.4,2000.0,-1
0.8,2.4,100.0,-1
0.8,2.4,300.0,-1
0.8,2.4,500.0,-1
0.8,2.4,600.0,-1
0.8,2.4,800.0,-1
0.8,2.4,900.0,-1
0.8,2.4,1000.0,-1
0.8,2.4,1100.0,-1
0.8,2.4,1200.0,-1
0.8,2.4,1500.0,-1
0.8,2.4,2000.0,-1
1.0,2.4,100.0,-1
1.0,2.4,300.0,-1
1.0,2.4,500.0,-1
1.0,2.4,600.0,-1
1.0,2.4,800.0,-1
1.0,2.4,900.0,-1
1.0,2.4,1000.0,-1
1.0,2.4,1100.0,-1
1.0,2.4,1200.0,-1
1.0,2.4,1500.0,-1
1.0,2.4,2000.0,-1
1.2,2.4,100.0,-1
1.2,2.4,300.0,-1
1.2,2.4,500.0,-1
1.2,2.4,600.0,-1
1.2,2.4,800.0,-1
1.2,2.4,900.0,-1
1.2,2.4,1000.0,-1
1.2,2.4,1100.0,-1
1.2,2.4,1200.0,-1
1.2,2.4,1500.0,-1
1.2,2.4,2000.0,-1
1.6,2.4,100.0,-1
1.6,2.4,300.0,-1
1.6,2.4,500.0,-1
1.6,2.4,600.0,-1
1.6,2.4,800.0,-1
1.6,2.4,900.0,-1
1.6,2.4,1000.0,-1
1.6,2.4,1100.0,-1
1.6,2.4,1200.0,-1
1.6,2.4,1500.0,-1
1.6,2.4,2000.0,-1
2.0,2.4,100.0,-1
2.0,2.4,300.0,-1
2.0,2.4,500.0,-1
2.0,2.4,600.0,-1
2.0,2.4,800.0,-1
2.0,2.4,900.0,-1
2.0,2.4,1000.0,-1
2.0,2.4,1100.0,-1
2.0,2.4,1200.0,-1
2.0,2.4,1500.0,-1
2.0,2.4,2000.0,-1
2.4,2.4,100.0,-1
2.4,2.4,300.0,-1
2.4,2.4,500.0,-1
2.4,2.4,600.0,-1
2.4,2.4,800.0,-1
2.4,2.4,900.0,-1
2.4,2.4,1000.0,-1
2.4,2.4,1100.0,-1
2.4,2.4,1200.0,-1
2.4,2.4,1500.0,-1
2.4,2.4,2000.0,-1
2.8,2.4,100.0,-1
2.8,2.4,300.0,-1
2.8,2.4,500.0,-1
2.8,2.4,600.0,-1
2.8,2.4,800.0,-1
2.8,2.4,900.0,-1
2.8,2.4,1000.0,-1
2.8,2.4,1100.0,-1
2.8,2.4,1200.0,-1
2.8,2.4,1500.0,-1
2.8,2.4,2000.0,-1
3.2,2.4,100.0,-1
3.2,2.4,300.0,-1
3.2,2.4,500.0,-1
3.2,2.4,600.0,-1
3.2,2.4,800.0,-1
3.2,2.4,900.0,-1
3.2,2.4,1000.0,-1
3.2,2.4,1100.0,-1
3.2,2.4,1200.0,-1
3.2,2.4,1500.0,-1
3.2,2.4,2000.0,-1
3.6,2.4,100.0,-1
3.6,2.4,300.0,-1
3.6,2.4,500.0,-1
3.6,2.4,600.0,-1
3.6,2.4,800.0,-1
3.6,2.4,900.0,-1
3.6,2.4,1000.0,-1
3.6,2.4,1100.0,-1
3.6,2.4,1200.0,-1
3.6,2.4,1500.0,-1
3.6,2.4,2000.0,-1
4.0,2.4,100.0,-1
4.0,2.4,300.0,-1
4.0,2.4,500.0,-1
4.0,2.4,600.0,-1
4.0,2.4,800.0,-1
4.0,2.4,900.0,-1
4.0,2.4,1000.0,-1
4.0,2.4,1100.0,-1
4.0,2.4,1200.0,-1
4.0,2.4,1500.0,-1
4.0,2.4,2000.0,-1
4.4,2.4,100.0,-1
4.4,2.4,300.0,-1
4.4,2.4,500.0,-1
4.4,2.4,600.0,-1
4.4,2.4,800.0,-1
4.4,2.4,900.0,-1
4.4,2.4,1000.0,-1
4.4,2.4,1100.0,-1
4.4,2.4,1200.0,-1
4.4,2.4,1500.0,-1
4.4,2.4,2000.0,-1
4.8,2.4,100.0,-1
4.8,2.4,300.0,-1
4.8,2.4,500.0,-1
4.8,2.4,600.0,-1
4.8,2.4,800.0,-1
4.8,2.4,900.0,-1
4.8,2.4,1000.0,-1
4.8,2.4,1100.0,-1
4.8,2.4,1200.0,-1
4.8,2.4,1500.0,-1
4.8,2.4,2000.0,-1
5.2,2.4,100.0,-1
5.2,2.4,300.0,-1
5.2,2.4,500.0,-1
5.2,2.4,600.0,-1
5.2,2.4,800.0,-1
5.2,2.4,900.0,-1
5.2,2.4,1000.0,-1
5.2,2.4,1100.0,-1
5.2,2.4,1200.0,-1
5.2,2.4,1500.0,-1
5.2,2.4,2000.0,-1
5.6,2.4,300.0,-1
5.6,2.4,500.0,-1
5.6,2.4,600.0,-1
5.6,2.4,800.0,-1
5.6,2.4,900.0,-1
5.6,2.4,1000.0,-1
5.6,2.4,1100.0,-1
5.6,2.4,1200.0,-1
5.6,2.4,1500.0,-1
5.6,2.4,2000.0,-1
6.0,2.4,100.0,-1
6.0,2.4,300.0,-1
6.0,2.4,500.0,-1
6.0,2.4,600.0,-1
6.0,2.4,800.0,-1
6.0,2.4,900.0,-1
6.0,2.4,1000.0,-1
6.0,2.4,1100.0,-1
6.0,2.4,1200.0,-1
6.0,2.4,1500.0,-1
6.0,2.4,2000.0,-1
6.4,2.4,100.0,-1
6.4,2.4,300.0,-1
6.4,2.4,500.0,-1
6.4,2.4,600.0,-1
6.4,2.4,800.0,-1
6.4,2.4,900.0,-1
6.4,2.4,1000.0,-1
6.4,2.4,1100.0,-1
6.4,2.4,1200.0,-1
6.4,2.4,1500.0,-1
6.4,2.4,2000.0,-1
6.8,2.4,100.0,-1
6.8,2.4,300.0,-1
6.8,2.4,500.0,-1
6.8,2.4,600.0,-1
6.8,2.4,800.0,-1
6.8,2.4,900.0,-1
6.8,2.4,1000.0,-1
6.8,2.4,1100.0,-1
6.8,2.4,1200.0,-1
6.8,2.4,1500.0,-1
6.8,2.4,2000.0,-1
7.2,2.4,100.0,-1
7.2,2.4,300.0,-1
7.2,2.4,500.0,-1
7.2,2.4,600.0,-1
7.2,2.4,800.0,-1
7.2,2.4,900.0,-1
7.2,2.4,1000.0,-1
7.2,2.4,1100.0,-1
7.2,2.4,1200.0,-1
7.2,2.4,1500.0,-1
7.2,2.4,2000.0,-1
7.6,2.4,100.0,-1
7.6,2.4,300.0,-1
7.6,2.4,500.0,-1
7.6,2.4,600.0,-1
7.6,2.4,800.0,-1
7.6,2.4,900.0,-1
7.6,2.4,1000.0,-1
7.6,2.4,1100.0,-1
7.6,2.4,1200.0,-1
7.6,2.4,1500.0,-1
7.6,2.4,2000.0,-1
0.0625,2.8,100.0,-1
0.0625,2.8,300.0,-1
0.0625,2.8,500.0,-1
0.0625,2.8,600.0,-1
0.0625,2.8,800.0,-1
0.0625,2.8,900.0,-1
0.0625,2.8,1000.0,-1
0.0625,2.8,1100.0,-1
0.0625,2.8,1200.0,-1
0.0625,2.8,1500.0,-1
0.0625,2.8,2000.0,-1
0.125,2.8,100.0,-1
0.125,2.8,300.0,-1
0.125,2.8,500.0,-1
0.125,2.8,600.0,-1
0.125,2.8,800.0,-1
0.125,2.8,900.0,-1
0.125,2.8,1000.0,-1
0.125,2.8,1100.0,-1
0.125,2.8,1200.0,-1
0.125,2.8,1500.0,-1
0.125,2.8,2000.0,-1
0.25,2.8,100.0,-1
0.25,2.8,300.0,-1
0.25,2.8,500.0,-1
0.25,2.8,600.0,-1
0.25,2.8,800.0,-1
0.25,2.8,900.0,-1
0.25,2.8,1000.0,-1
0.25,2.8,1100.0,-1
0.25,2.8,1200.0,-1
0.25,2.8,1500.0,-1
0.25,2.8,2000.0,-1
0.3,2.8,100.0,-1
0.3,2.8,300.0,-1
0.3,2.8,500.0,-1
0.3,2.8,600.0,-1
0.3,2.8,800.0,-1
0.3,2.8,900.0,-1
0.3,2.8,1000.0,-1
0.3,2.8,1100.0,-1
0.3,2.8,1200.0,-1
0.3,2.8,1500.0,-1
0.3,2.8,2000.0,-1
0.5,2.8,100.0,-1
0.5,2.8,300.0,-1
0.5,2.8,500.0,-1
0.5,2.8,600.0,-1
0.5,2.8,800.0,-1
0.5,2.8,900.0,-1
0.5,2.8,1000.0,-1
0.5,2.8,1100.0,-1
0.5,2.8,1200.0,-1
0.5,2.8,1500.0,-1
0.5,2.8,2000.0,-1
0.6,2.8,100.0,-1
0.6,2.8,300.0,-1
0.6,2.8,500.0,-1
0.6,2.8,600.0,-1
0.6,2.8,800.0,-1
0.6,2.8,900.0,-1
0.6,2.8,1000.0,-1
0.6,2.8,1100.0,-1
0.6,2.8,1200.0,-1
0.6,2.8,1500.0,-1
0.6,2.8,2000.0,-1
0.8,2.8,100.0,-1
0.8,2.8,300.0,-1
0.8,2.8,500.0,-1
0.8,2.8,600.0,-1
0.8,2.8,800.0,-1
0.8,2.8,900.0,-1
0.8,2.8,1000.0,-1
0.8,2.8,1100.0,-1
0.8,2.8,1200.0,-1
0.8,2.8,1500.0,-1
0.8,2.8,2000.0,-1
1.0,2.8,100.0,-1
1.0,2.8,300.0,-1
1.0,2.8,500.0,-1
1.0,2.8,600.0,-1
1.0,2.8,800.0,-1
1.0,2.8,900.0,-1
1.0,2.8,1000.0,-1
1.0,2.8,1100.0,-1
1.0,2.8,1200.0,-1
1.0,2.8,1500.0,-1
1.0,2.8,2000.0,-1
1.2,2.8,100.0,-1
1.2,2.8,300.0,-1
1.2,2.8,500.0,-1
1.2,2.8,600.0,-1
1.2,2.8,800.0,-1
1.2,2.8,900.0,-1
1.2,2.8,1000.0,-1
1.2,2.8,1100.0,-1
1.2,2.8,1200.0,-1
1.2,2.8,1500.0,-1
1.2,2.8,2000.0,-1
1.6,2.8,100.0,-1
1.6,2.8,300.0,-1
1.6,2.8,500.0,-1
1.6,2.8,600.0,-1
1.6,2.8,800.0,-1
1.6,2.8,900.0,-1
1.6,2.8,1000.0,-1
1.6,2.8,1100.0,-1
1.6,2.8,1200.0,-1
1.6,2.8,1500.0,-1
1.6,2.8,2000.0,-1
2.0,2.8,100.0,-1
2.0,2.8,300.0,-1
2.0,2.8,500.0,-1
2.0,2.8,600.0,-1
2.0,2.8,800.0,-1
2.0,2.8,900.0,-1
2.0,2.8,1000.0,-1
2.0,2.8,1100.0,-1
2.0,2.8,1200.0,-1
2.0,2.8,1500.0,-1
2.0,2.8,2000.0,-1
2.4,2.8,100.0,-1
2.4,2.8,300.0,-1
2.4,2.8,500.0,-1
2.4,2.8,600.0,-1
2.4,2.8,800.0,-1
2.4,2.8,900.0,-1
2.4,2.8,1000.0,-1
2.4,2.8,1100.0,-1
2.4,2.8,1200.0,-1
2.4,2.8,1500.0,-1
2.4,2.8,2000.0,-1
2.8,2.8,100.0,-1
2.8,2.8,300.0,-1
2.8,2.8,500.0,-1
2.8,2.8,600.0,-1
2.8,2.8,800.0,-1
2.8,2.8,900.0,-1
2.8,2.8,1000.0,-1
2.8,2.8,1100.0,-1
2.8,2.8,1200.0,-1
2.8,2.8,1500.0,-1
2.8,2.8,2000.0,-1
3.2,2.8,100.0,-1
3.2,2.8,300.0,-1
3.2,2.8,500.0,-1
3.2,2.8,600.0,-1
3.2,2.8,800.0,-1
3.2,2.8,900.0,-1
3.2,2.8,1000.0,-1
3.2,2.8,1100.0,-1
3.2,2.8,1200.0,-1
3.2,2.8,1500.0,-1
3.2,2.8,2000.0,-1
3.6,2.8,100.0,-1
3.6,2.8,300.0,-1
3.6,2.8,500.0,-1
3.6,2.8,600.0,-1
3.6,2.8,800.0,-1
3.6,2.8,900.0,-1
3.6,2.8,1000.0,-1
3.6,2.8,1100.0,-1
3.6,2.8,1200.0,-1
3.6,2.8,1500.0,-1
3.6,2.8,2000.0,-1
4.0,2.8,100.0,-1
4.0,2.8,300.0,-1
4.0,2.8,500.0,-1
4.0,2.8,600.0,-1
4.0,2.8,800.0,-1
4.0,2.8,900.0,-1
4.0,2.8,1000.0,-1
4.0,2.8,1100.0,-1
4.0,2.8,1200.0,-1
4.0,2.8,1500.0,-1
4.0,2.8,2000.0,-1
4.4,2.8,100.0,-1
4.4,2.8,300.0,-1
4.4,2.8,500.0,-1
4.4,2.8,600.0,-1
4.4,2.8,800.0,-1
4.4,2.8,900.0,-1
4.4,2.8,1000.0,-1
4.4,2.8,1100.0,-1
4.4,2.8,1200.0,-1
4.4,2.8,1500.0,-1
4.4,2.8,2000.0,-1
4.8,2.8,100.0,-1
4.8,2.8,300.0,-1
4.8,2.8,500.0,-1
4.8,2.8,600.0,-1
4.8,2.8,800.0,-1
4.8,2.8,900.0,-1
4.8,2.8,1000.0,-1
4.8,2.8,1100.0,-1
4.8,2.8,1200.0,-1
4.8,2.8,1500.0,-1
4.8,2.8,2000.0,-1
5.2,2.8,100.0,-1
5.2,2.8,300.0,-1
5.2,2.8,500.0,-1
5.2,2.8,600.0,-1
5.2,2.8,800.0,-1
5.2,2.8,900.0,-1
5.2,2.8,1000.0,-1
5.2,2.8,1100.0,-1
5.2,2.8,1200.0,-1
5.2,2.8,1500.0,-1
5.2,2.8,2000.0,-1
5.6,2.8,100.0,-1
5.6,2.8,300.0,-1
5.6,2.8,500.0,-1
5.6,2.8,600.0,-1
5.6,2.8,800.0,-1
5.6,2.8,900.0,-1
5.6,2.8,1000.0,-1
5.6,2.8,1100.0,-1
5.6,2.8,1200.0,-1
5.6,2.8,1500.0,-1
5.6,2.8,2000.0,-1
6.0,2.8,100.0,-1
6.0,2.8,300.0,-1
6.0,2.8,500.0,-1
6.0,2.8,600.0,-1
6.0,2.8,800.0,-1
6.0,2.8,900.0,-1
6.0,2.8,1000.0,-1
6.0,2.8,1100.0,-1
6.0,2.8,1200.0,-1
6.0,2.8,1500.0,-1
6.0,2.8,2000.0,-1
6.4,2.8,100.0,-1
6.4,2.8,300.0,-1
6.4,2.8,500.0,-1
6.4,2.8,600.0,-1
6.4,2.8,800.0,-1
6.4,2.8,900.0,-1
6.4,2.8,1000.0,-1
6.4,2.8,1100.0,-1
6.4,2.8,1200.0,-1
6.4,2.8,1500.0,-1
6.4,2.8,2000.0,-1
6.8,2.8,100.0,-1
6.8,2.8,300.0,-1
6.8,2.8,500.0,-1
6.8,2.8,600.0,-1
6.8,2.8,800.0,-1
6.8,2.8,900.0,-1
6.8,2.8,1000.0,-1
6.8,2.8,1100.0,-1
6.8,2.8,1200.0,-1
6.8,2.8,1500.0,-1
6.8,2.8,2000.0,-1
7.2,2.8,100.0,-1
7.2,2.8,300.0,-1
7.2,2.8,500.0,-1
7.2,2.8,600.0,-1
7.2,2.8,800.0,-1
7.2,2.8,900.0,-1
7.2,2.8,1000.0,-1
